Time,URL,Response
"2/13/26, 8:08 AM",https://bondflorida.com/,OK (200)
"2/11/26, 9:55 AM",https://bondflorida.com/county/hillsborough,OK (200)
"2/10/26, 7:00 AM",https://bondflorida.com/services/domestic-violence-bail/new-port-richey,OK (200)
"2/9/26, 12:49 PM",https://bondflorida.com/,OK (200)
"2/7/26, 6:09 AM",https://www.bondflorida.com/services/nebbia-hold-bail/jacksonville-beach,OK (200)
"2/6/26, 7:39 PM",https://www.bondflorida.com/services/traffic-warrant-bail/clearwater,OK (200)
"2/6/26, 7:39 PM",https://www.bondflorida.com/services/traffic-warrant-bail/lakeland,OK (200)
"2/6/26, 6:28 PM",https://www.bondflorida.com/services/traffic-warrant-bail/winter-haven,OK (200)
"2/6/26, 6:22 PM",https://www.bondflorida.com/services/dui-bail-bonds/winter-haven,OK (200)
"2/6/26, 6:16 PM",https://www.bondflorida.com/services/domestic-violence-bail/winter-haven,OK (200)
"2/6/26, 6:13 PM",https://www.bondflorida.com/services/domestic-violence-bail/clearwater,OK (200)
"2/6/26, 5:42 PM",https://www.bondflorida.com/,OK (200)
"2/6/26, 4:50 PM",https://www.bondflorida.com/privacy,OK (200)
"2/6/26, 4:08 PM",https://www.bondflorida.com/manifest.webmanifest,OK (200)
"2/6/26, 3:34 PM",https://www.bondflorida.com/services/domestic-violence-bail/hollywood,OK (200)
"2/6/26, 3:27 PM",https://www.bondflorida.com/services/dui-bail-bonds/clearwater,OK (200)
"2/6/26, 2:37 PM",https://www.bondflorida.com/services/domestic-violence-bail/new-port-richey,OK (200)
"2/6/26, 2:13 PM",https://www.bondflorida.com/county/polk,OK (200)
"2/6/26, 12:08 PM",https://www.bondflorida.com/county/miami-dade,OK (200)
"2/6/26, 7:43 AM",https://www.bondflorida.com/county/miami-dade,OK (200)
"2/6/26, 4:45 AM",https://www.bondflorida.com/services/traffic-warrant-bail/st-petersburg,OK (200)
"2/6/26, 2:51 AM",https://www.bondflorida.com/favicon.ico?favicon.0b3bf435.ico,OK (200)
"2/6/26, 2:51 AM",https://www.bondflorida.com/favicon.ico,OK (200)
"2/6/26, 12:06 AM",https://www.bondflorida.com/services/nebbia-hold-bail/brandon,OK (200)
"2/5/26, 10:30 PM",https://www.bondflorida.com/services/domestic-violence-bail/brandon,OK (200)
"2/5/26, 10:24 PM",https://www.bondflorida.com/services/traffic-warrant-bail/miami-beach,OK (200)
"2/5/26, 10:20 PM",https://www.bondflorida.com/services/nebbia-hold-bail/orlando,OK (200)
"2/5/26, 10:19 PM",https://www.bondflorida.com/services/dui-bail-bonds/brandon,OK (200)
"2/5/26, 9:56 PM",https://www.bondflorida.com/,OK (200)
"2/5/26, 8:40 PM",https://www.bondflorida.com/services/traffic-warrant-bail/brandon,OK (200)
"2/5/26, 8:10 PM",https://www.bondflorida.com/services/domestic-violence-bail/jacksonville-beach,OK (200)
"2/5/26, 8:08 PM",https://www.bondflorida.com/services/domestic-violence-bail/winter-park,OK (200)
"2/5/26, 8:08 PM",https://www.bondflorida.com/services/dui-bail-bonds/miami,OK (200)
"2/5/26, 8:05 PM",https://www.bondflorida.com/services/traffic-warrant-bail/orlando,OK (200)
"2/5/26, 7:49 PM",https://www.bondflorida.com/services/domestic-violence-bail/lakeland,OK (200)
"2/5/26, 7:47 PM",https://www.bondflorida.com/services/nebbia-hold-bail/miami-beach,OK (200)
"2/5/26, 7:44 PM",https://www.bondflorida.com/services/dui-bail-bonds/miami-beach,OK (200)
"2/5/26, 7:29 PM",https://www.bondflorida.com/county/orange/orlando,OK (200)
"2/5/26, 6:58 PM",https://www.bondflorida.com/services/dui-bail-bonds/new-port-richey,OK (200)
"2/5/26, 6:56 PM",https://www.bondflorida.com/services/domestic-violence-bail/miami-beach,OK (200)
"2/5/26, 6:43 PM",https://www.bondflorida.com/services/nebbia-hold-bail/tampa,OK (200)
"2/5/26, 6:11 PM",https://www.bondflorida.com/services/nebbia-hold-bail/lakeland,OK (200)
"2/5/26, 5:44 PM",https://www.bondflorida.com/services/domestic-violence-bail/st-petersburg,OK (200)
"2/5/26, 5:14 PM",https://www.bondflorida.com/services/nebbia-hold-bail/lakeland,OK (200)
"2/5/26, 4:28 PM",https://www.bondflorida.com/county/palm-beach,OK (200)
"2/5/26, 2:47 PM",https://www.bondflorida.com/county/orange,OK (200)
"2/5/26, 1:34 PM",https://www.bondflorida.com/services/nebbia-hold-bail/miami,OK (200)
"2/5/26, 1:32 PM",https://www.bondflorida.com/county/hillsborough/tampa,OK (200)
"2/5/26, 12:30 PM",https://www.bondflorida.com/services/dui-bail-bonds/orlando,OK (200)
"2/5/26, 12:28 PM",https://www.bondflorida.com/terms,OK (200)
"2/5/26, 12:21 PM",https://www.bondflorida.com/county/miami-dade,OK (200)
"2/5/26, 12:19 PM",https://www.bondflorida.com/services/traffic-warrant-bail/tampa,OK (200)
"2/5/26, 12:18 PM",https://www.bondflorida.com/services/traffic-warrant-bail/hollywood,OK (200)
"2/5/26, 12:11 PM",https://www.bondflorida.com/services/traffic-warrant-bail/new-port-richey,OK (200)
"2/5/26, 12:10 PM",https://www.bondflorida.com/services/dui-bail-bonds/tampa,OK (200)
"2/5/26, 11:53 AM",https://www.bondflorida.com/services/nebbia-hold-bail/new-port-richey,OK (200)
"2/5/26, 11:49 AM",https://www.bondflorida.com/services/dui-bail-bonds/hollywood,OK (200)
"2/5/26, 11:49 AM",https://www.bondflorida.com/services/dui-bail-bonds/winter-park,OK (200)
"2/5/26, 11:48 AM",https://www.bondflorida.com/services/nebbia-hold-bail,OK (200)
"2/5/26, 11:48 AM",https://www.bondflorida.com/services/nebbia-hold-bail/winter-park,OK (200)
"2/5/26, 11:48 AM",https://www.bondflorida.com/county/broward/fort-lauderdale,OK (200)
"2/5/26, 11:47 AM",https://www.bondflorida.com/services/dui-bail-bonds/apopka,OK (200)
"2/5/26, 11:44 AM",https://www.bondflorida.com/county/miami-dade/miami-beach,OK (200)
"2/5/26, 11:44 AM",https://www.bondflorida.com/services/domestic-violence-bail/fort-lauderdale,OK (200)
"2/5/26, 11:44 AM",https://www.bondflorida.com/services/traffic-warrant-bail/jacksonville-beach,OK (200)
"2/5/26, 11:44 AM",https://www.bondflorida.com/services/nebbia-hold-bail/apopka,OK (200)
"2/5/26, 11:33 AM",https://www.bondflorida.com/services/domestic-violence-bail/tampa,OK (200)
"2/5/26, 11:24 AM",https://www.bondflorida.com/services/dui-bail-bonds/st-petersburg,OK (200)
"2/5/26, 11:23 AM",https://www.bondflorida.com/services/nebbia-hold-bail/st-petersburg,OK (200)
"2/5/26, 11:19 AM",https://www.bondflorida.com/services/domestic-violence-bail/orlando,OK (200)
"2/5/26, 11:13 AM",https://www.bondflorida.com/services/traffic-warrant-bail/apopka,OK (200)
"2/5/26, 11:00 AM",https://www.bondflorida.com/county/duval/jacksonville-beach,OK (200)
"2/5/26, 10:57 AM",https://www.bondflorida.com/county/miami-dade/miami,OK (200)
"2/5/26, 10:52 AM",https://www.bondflorida.com/county/hillsborough,OK (200)
"2/5/26, 10:51 AM",https://www.bondflorida.com/services/nebbia-hold-bail/hollywood,OK (200)
"2/5/26, 10:49 AM",https://www.bondflorida.com/manifest.webmanifest,OK (200)
"2/5/26, 10:45 AM",https://www.bondflorida.com/services/dui-bail-bonds/jacksonville-beach,OK (200)
"2/5/26, 10:41 AM",https://www.bondflorida.com/services/domestic-violence-bail,OK (200)
"2/5/26, 10:40 AM",https://www.bondflorida.com/services/nebbia-hold-bail/fort-lauderdale,OK (200)
"2/5/26, 10:38 AM",https://www.bondflorida.com/services/traffic-warrant-bail/fort-lauderdale,OK (200)
"2/5/26, 10:31 AM",https://www.bondflorida.com/services/traffic-warrant-bail/miami,OK (200)
"2/5/26, 10:02 AM",https://www.bondflorida.com/county/pinellas/st-petersburg,OK (200)
"2/5/26, 9:30 AM",https://www.bondflorida.com/,OK (200)
"2/5/26, 9:16 AM",https://www.bondflorida.com/county/orange/apopka,OK (200)
"2/5/26, 9:12 AM",https://www.bondflorida.com/county/pinellas/clearwater,OK (200)
"2/5/26, 9:12 AM",https://www.bondflorida.com/county/hillsborough/brandon,OK (200)
"2/5/26, 9:08 AM",https://www.bondflorida.com/county/orange/winter-park,OK (200)
"2/5/26, 9:08 AM",https://www.bondflorida.com/county/miami-dade/hialeah,OK (200)
"2/5/26, 8:50 AM",https://www.bondflorida.com/county/pasco/new-port-richey,OK (200)
"2/5/26, 8:48 AM",https://www.bondflorida.com/county/pasco,OK (200)
"2/5/26, 8:47 AM",https://www.bondflorida.com/county/pinellas,OK (200)
"2/5/26, 8:45 AM",https://www.bondflorida.com/services/immigration-bail-bonds/hollywood,OK (200)
"2/5/26, 8:41 AM",https://www.bondflorida.com/county/broward/hollywood,OK (200)
"2/5/26, 8:40 AM",https://www.bondflorida.com/county/broward,OK (200)
"2/5/26, 8:39 AM",https://www.bondflorida.com/county/polk,OK (200)
"2/5/26, 8:37 AM",https://www.bondflorida.com/county/duval,OK (200)
"2/5/26, 8:35 AM",https://www.bondflorida.com/services/dui-bail-bonds/lakeland,OK (200)
"2/5/26, 8:31 AM",https://www.bondflorida.com/services/nebbia-hold-bail/winter-haven,OK (200)
"2/5/26, 8:29 AM",https://www.bondflorida.com/services/immigration-bail-bonds/jacksonville-beach,OK (200)
"2/5/26, 8:24 AM",https://www.bondflorida.com/services/traffic-warrant-bail,OK (200)
